place,canonical,n_colonies,n_mentions,first_year,last_year,global_role,has_geo_cue
forestier_walker,Forestier-Walker,2,12,1900,1966,local,False
tawao,Tawao,1,12,1905,1928,local,False
kaningau,Kaningau,2,12,1905,1927,local,False
the_periods,The Periods,3,12,1905,1927,local,False
denis_slyne,Denis Slyne,4,12,1905,1923,local,False
inaccessible_islands,Inaccessible Islands,3,12,1905,1937,local,True
vansittart_bay,Vansittart Bay,1,12,1905,1917,local,True
nickol_bay,Nickol Bay,1,12,1905,1917,local,True
koombana_bay,Koombana Bay,1,12,1905,1917,local,True
lake_superior,Lake Superior,2,12,1908,1922,local,True
the_south_africa,The South Africa,3,12,1908,1966,local,False
richmond_river,Richmond River,3,12,1909,1948,local,True
caledonia,Caledonia,2,12,1911,1934,local,True
lyemun_pass,Lyemun Pass,1,12,1913,1940,local,False
masai_reserve,Masai Reserve,2,12,1914,1939,local,False
the_kuria_muria_islands,The Kuria-Muria Islands,3,12,1919,1966,local,True
ngong,Ngong,4,12,1920,1950,local,False
jaffa_district,Jaffa District,1,12,1921,1933,local,True
east_africa_currency,East Africa Currency,2,12,1922,1937,local,False
bismarckburg,Bismarckburg,3,12,1922,1940,local,False
district_governors,District Governors,3,12,1923,1940,local,False
kenema_district,Kenema District,1,12,1924,1934,local,True
marsh_harbour,Marsh Harbour,1,12,1927,1946,local,True
southern_districts,Southern Districts,2,12,1927,1937,local,False
recorded,Recorded,1,12,1928,1940,local,False
le_havre,Le Havre,1,12,1930,1940,local,True
these_falls,These Falls,1,12,1931,1951,local,True
coastal_belt,Coastal Belt,1,12,1931,1951,local,False
middle_interior,Middle Interior,1,12,1931,1951,local,False
savannahs,Savannahs,1,12,1931,1951,local,False
kaieteur_falls,Kaieteur Falls,1,12,1931,1951,local,True
ophthalmic,Ophthalmic,2,12,1931,1957,local,False
port_of_mombasa,Port of Mombasa,1,12,1932,1939,local,True
gonja,Gonja,2,12,1939,1950,local,False
line_islands,Line Islands,3,12,1946,1963,local,True
canton_island,Canton Island,3,12,1946,1963,local,True
phoenix_islands,Phoenix Islands,3,12,1946,1963,local,True
the_head,The Head,5,12,1948,1965,local,True
nyoro,Nyoro,1,12,1949,1951,local,False
lwo,Lwo,2,12,1949,1962,local,False
the_singapore_harbour,The Singapore Harbour,3,12,1950,1963,local,True
yuen_long,Yuen Long,1,12,1952,1966,local,True
produce_marketing_board,Produce Marketing Board,3,12,1952,1960,local,False
the_grand_harbour,The Grand Harbour,2,12,1953,1964,local,True
marsamxett_harbour,Marsamxett Harbour,2,12,1953,1964,local,True
marsaxlokk_bay,Marsaxlokk Bay,2,12,1953,1964,local,True
mellieha_bay,Mellieha Bay,2,12,1953,1964,local,True
luangwa_river_valley,Luangwa River Valley,1,12,1953,1964,local,True
ruo_river,Ruo River,2,12,1953,1964,local,True
river_shire_basin,River Shire Basin,2,12,1953,1964,local,True
lake_george,Lake George,2,12,1953,1962,local,True
oyapock_river,Oyapock River,1,12,1954,1965,local,True
chake_chake,Chake Chake,1,12,1955,1963,local,False
hope_bay,Hope Bay,3,12,1956,1966,local,True
sibu_urban_district,Sibu Urban District,1,12,1958,1963,local,True
pomeroon_district,Pomeroon District,1,11,1867,1924,local,True
morant_bay,Morant Bay,1,11,1867,1946,local,True
norwegians,Norwegians,1,11,1877,1898,local,False
gros_ilet_bay,Gros Ilet Bay,4,11,1879,1909,local,True
bellenden_kerr_range,Bellenden Kerr Range,2,11,1883,1917,local,False
saint_andrew,Saint Andrew,2,11,1883,1900,local,True
the_maldive_archipelago,The Maldive Archipelago,1,11,1886,1936,local,False
plettenberg_bay,Plettenberg Bay,1,11,1888,1909,local,True
austria,Austria,4,11,1888,1950,local,True
crab_island,Crab Island,3,11,1888,1963,local,True
port_stephens,Port Stephens,2,11,1888,1917,local,True
cordillera,Cordillera,2,11,1888,1917,local,False
zulu_reserve,Zulu Reserve,1,11,1888,1898,local,False
pellew_archipelago,Pellew Archipelago,1,11,1889,1909,local,False
maria_island,Maria Island,1,11,1889,1917,local,True
plum,Plum,1,11,1890,1909,local,False
roast,Roast,1,11,1890,1909,local,False
mercury,Mercury,1,11,1890,1909,local,False
penguin,Penguin,1,11,1890,1909,local,False
beaconfield,Beaconfield,1,11,1890,1909,local,False
farquhar,Farquhar,2,11,1890,1954,local,True
stradbroke,Stradbroke,2,11,1890,1917,local,False
hinchinbrook,Hinchinbrook,2,11,1890,1917,local,False
assin,Assin,4,11,1890,1950,local,False
st_aignan,St. Aignan,2,11,1894,1917,local,True
rossel,Rossel,2,11,1894,1917,local,False
sudest,Sudest,2,11,1894,1917,local,False
sabaragamuwa,Sabaragamuwa,1,11,1894,1939,local,True
aplechow,Aplechow,1,11,1894,1924,local,False
river_div,River Div,1,11,1894,1910,local,True
the_sherbro_river,The Sherbro River,2,11,1894,1951,local,True
western_port_bay,Western Port Bay,1,11,1894,1917,local,True
port_bay,Port Bay,1,11,1894,1917,local,True
imposts,Imposts,2,11,1894,1939,local,False
the_santa_cruz_islands,The Santa Cruz Islands,2,11,1894,1913,local,True
tumbatu,Tumbatu,3,11,1896,1914,local,True
panton,Panton,1,11,1896,1917,local,False
mount_scratchley,Mount Scratchley,2,11,1897,1917,local,True
appollonia,Appollonia,4,11,1897,1922,local,False
kwong,Kwong,1,11,1899,1913,local,True
padas_river,Padas River,1,11,1900,1951,local,True
bay_from_cape_town,Bay. From Cape Town,2,11,1905,1923,local,True
st_fran,St. Fran,1,11,1905,1949,local,True
the_cross_river,The Cross River,3,11,1905,1914,local,True
shama,Shama,2,11,1905,1931,local,False
registration_dues,Registration Dues,2,11,1908,1928,local,False
san_pedro,San Pedro,1,11,1909,1937,local,True
additional_district,Additional District,1,11,1909,1933,local,True
st_germain,St. Germain,2,11,1909,1951,local,True
waterworks,Waterworks,4,11,1910,1957,local,False
gosha,Gosha,3,11,1911,1925,local,False
brodhurst_hill,Brodhurst Hill,3,11,1911,1931,local,True
ngel_river,Ngel River,1,11,1917,1940,local,True
north_west_districts,North-West Districts,1,11,1918,1931,local,False
every_island,Every Island,4,11,1920,1937,local,True
enderbury_islands,Enderbury Islands,6,11,1920,1950,local,True
ramleh,Ramleh,1,11,1921,1939,local,False
river_at,River. At,2,11,1921,1934,local,True
mohuru_point,Mohuru Point,3,11,1921,1940,local,False
navale,Navale,3,11,1923,1940,local,False
ravine,Ravine,3,11,1923,1937,local,False
zionist_organisation,Zionist Organisation,1,11,1923,1940,local,False
transjordan,Transjordan,2,11,1923,1939,local,False
messi_krim,Messi Krim,1,11,1925,1951,local,False
the_first_urban,The First Urban,1,11,1925,1937,local,False
the_second_urban,The Second Urban,1,11,1925,1937,local,False
bintang_creek,Bintang Creek,2,11,1927,1950,local,True
gulf_the_coast,Gulf. The Coast,1,11,1927,1940,local,True
beluran,Beluran,1,11,1928,1940,local,False
penampang,Penampang,1,11,1928,1940,local,False
gulf_of_mexico,Gulf of Mexico,1,11,1928,1940,local,True
santo_domingo,Santo Domingo,4,11,1928,1951,local,False
upper_river_areas,Upper River Areas,1,11,1931,1951,local,False
river_areas,River Areas,1,11,1931,1951,local,True
usambara_highlands,Usambara Highlands,4,11,1932,1953,local,False
the_rift_valley,The Rift Valley,2,11,1932,1951,local,False
kilindini_harbour,Kilindini Harbour,1,11,1932,1939,local,True
lake_magadi,Lake Magadi,1,11,1932,1951,local,True
swan_island,Swan Island,1,11,1933,1951,local,True
birim_akim_abuakwa,Birim Akim Abuakwa,1,11,1933,1940,local,False
partly,Partly,4,11,1934,1955,local,False
the_climate,The Climate,3,11,1936,1961,local,False
kandavu,Kandavu,1,11,1937,1951,local,True
yeshbum,Yeshbum,1,11,1939,1951,local,True
gough_islands,Gough Islands,2,11,1939,1963,local,True
port_of_spain_city_council,Port of Spain City Council,2,11,1946,1951,local,True
spain_city_council,Spain City Council,2,11,1946,1951,local,True
tumasik,Tumasik,1,11,1948,1957,local,True
oakes_airport,Oakes Airport,1,11,1950,1957,local,False
port_of_brunei_town,Port of Brunei Town,1,11,1953,1963,local,True
lake_natron,Lake Natron,1,11,1953,1963,local,True
mbamba_bay,Mbamba Bay,2,11,1953,1964,local,True
florence_bay,Florence Bay,2,11,1953,1963,local,True
river_thereafter_rajah_brooke,River. Thereafter Rajah Brooke,2,11,1953,1963,local,True
pay_as_you,Pay As You,3,11,1954,1966,local,False
earn,Earn,3,11,1954,1966,local,False
princess_margaret_hospital,Princess Margaret Hospital,2,11,1956,1966,local,False
trinity_peninsula,Trinity Peninsula,3,11,1956,1966,local,True
admiralty_bay,Admiralty Bay,3,11,1956,1966,local,True
anvers_island,Anvers Island,3,11,1956,1966,local,True
cape_geddes,Cape Geddes,3,11,1956,1966,local,True
laurie_island,Laurie Island,3,11,1956,1966,local,True
friendly,Friendly,2,11,1956,1966,local,False
mt_actaeon,Mt. Actaeon,1,11,1956,1966,local,True
nassau_international_airport,Nassau International Airport,2,11,1958,1966,local,False
tsuen_wan,Tsuen Wan,1,11,1958,1966,local,True
sittee_river,Sittee River,1,11,1961,1966,local,True
sergeants,Sergeants,4,10,1867,1922,local,False
point_pedro,Point Pedro,1,10,1867,1946,local,True
kow,Kow,1,10,1867,1890,local,True
northumberland,Northumberland,3,10,1878,1897,local,False
port_victor,Port Victor,1,10,1878,1897,local,True
waterberg,Waterberg,4,10,1878,1913,local,True
intombi_river,Intombi River,2,10,1883,1910,local,True
euphorbia_drummondii,Euphorbia Drummondii,2,10,1883,1917,local,False
palm,Palm,3,10,1886,1950,local,False
port_natal,Port Natal,2,10,1886,1922,local,True
south_lat,South Lat,2,10,1888,1900,local,False
east_long,East Long,2,10,1888,1900,local,False
mount_frere,Mount Frere,1,10,1888,1909,local,True
office_assistants,Office Assistants,2,10,1888,1940,local,False
the_london,The London,4,10,1888,1931,local,False
mount_morgan,Mount Morgan,3,10,1888,1917,local,True
river_tugela,River Tugela,1,10,1888,1898,local,True
bay_this,Bay. This,3,10,1889,1951,local,True
largs_bay,Largs Bay,1,10,1889,1908,local,True
jolahs,Jolahs,2,10,1889,1912,local,False
ichaboe,Ichaboe,1,10,1890,1909,local,False
vicar,Vicar,2,10,1890,1920,local,False
mahe,Mahe,2,10,1890,1964,local,True
bird_islands,Bird Islands,2,10,1890,1909,local,True
san_domingo,San Domingo,3,10,1890,1934,local,True
little_basses,Little Basses,4,10,1894,1946,local,False
fort_salisbury,Fort Salisbury,6,10,1894,1927,local,True
the_possession,The Possession,1,10,1894,1906,local,False
st_henri,St. Henri,2,10,1894,1908,local,True
although_victoria,Although Victoria,1,10,1894,1917,local,False
jebu,Jebu,2,10,1896,1909,local,False
orichi,Orichi,2,10,1896,1909,local,False
majoda,Majoda,2,10,1896,1909,local,True
river_by,River. By,2,10,1896,1909,local,True
bathurst_islands,Bathurst Islands,1,10,1896,1909,local,True
mount_torrens,Mount Torrens,1,10,1896,1917,local,True
ramoutsu,Ramoutsu,3,10,1897,1966,local,False
ground,Ground,3,10,1897,1963,local,False
by_government_notice,By Government Notice,3,10,1898,1951,local,False
peterborough,Peterborough,2,10,1898,1922,local,False
mt_magnet,Mt. Magnet,1,10,1898,1917,local,True
hawaiian_islands,Hawaiian Islands,4,10,1900,1940,local,True
foulah_empire,Foulah Empire,1,10,1900,1908,local,False
port_of_northern_nigeria,Port of Northern Nigeria,1,10,1900,1913,local,True
cape_flats,Cape Flats,1,10,1905,1909,local,True
howick,Howick,2,10,1905,1922,local,False
habe,Habe,2,10,1905,1914,local,False
kaduna_river,Kaduna River,2,10,1905,1914,local,True
niger_valley,Niger Valley,2,10,1905,1914,local,True
usho,Usho,2,10,1905,1909,local,False
ogbesere,Ogbesere,2,10,1905,1909,local,False
owese_river,Owese River,2,10,1905,1909,local,True
krepri,Krepri,2,10,1905,1931,local,False
port_of_spain_town_commissioners,Port of Spain Town Commissioners,2,10,1905,1914,local,True
spain_town_commissioners,Spain Town Commissioners,2,10,1905,1914,local,True
muar_river,Muar River,5,10,1906,1936,local,True
praslin_district,Praslin District,1,10,1908,1937,local,True
fulani_empire,Fulani Empire,2,10,1910,1914,local,False
manoh_river,Manoh River,1,10,1912,1922,local,True
river_turkwel,River Turkwel,1,10,1914,1925,local,True
brohimi_creek,Brohimi Creek,1,10,1915,1927,local,True
ogbomosho,Ogbomosho,2,10,1915,1959,local,False
vere_clarendon,Vere Clarendon,1,10,1918,1928,local,True
kolonnawa,Kolonnawa,1,10,1920,1946,local,False
cape_delgado,Cape Delgado,2,10,1920,1963,local,True
on_fanning_island,On Fanning Island,4,10,1924,1946,local,True
south_nyeri,South Nyeri,2,10,1925,1939,local,False
new_juaben,New Juaben,2,10,1927,1939,local,False
fresh_creek,Fresh Creek,2,10,1928,1946,local,True
st_nazaire_line,St. Nazaire Line,1,10,1928,1940,local,True
sulaimaniya,Sulaimaniya,1,10,1928,1932,local,False
dick,Dick,2,10,1928,1939,local,False
kalangala,Kalangala,1,10,1928,1940,local,False
weligama,Weligama,1,10,1929,1946,local,False
lake_scheme,Lake Scheme,1,10,1930,1940,local,True
vostoc_island,Vostoc Island,2,10,1930,1951,local,True
nilotic_kavirondo,Nilotic Kavirondo,1,10,1932,1951,local,False
lake_solai,Lake Solai,3,10,1932,1950,local,True
far_interior,Far Interior,1,10,1933,1951,local,False
cameron_highlands,Cameron Highlands,3,10,1934,1957,local,False
nikunau,Nikunau,5,10,1934,1950,local,True
war_bay,War Bay,3,10,1936,1951,local,True
bloody_bay,Bloody Bay,3,10,1936,1951,local,True
great_desert,Great Desert,1,10,1939,1940,local,False
sultanates,Sultanates,2,10,1939,1963,local,False
athi_river,Athi River,3,10,1939,1952,local,True
port_sudan,Port Sudan,2,10,1940,1956,trading_partner,True
aden_bay,Aden Bay,1,10,1946,1951,local,True
the_aden_peninsula,The Aden Peninsula,1,10,1946,1951,local,True
al_khali,Al Khali,1,10,1946,1951,local,False
protectorate_lands_ordinance,Protectorate Lands Ordinance,2,10,1946,1950,local,False
jola,Jola,2,10,1946,1965,local,False
fort_simonds,Fort Simonds,1,10,1946,1951,local,True
homa_bay,Homa Bay,1,10,1948,1951,local,True
berhala_island,Berhala Island,1,10,1948,1958,local,True
santo,Santo,1,10,1948,1957,local,True
malaysians,Malaysians,2,10,1951,1957,local,False
lantao_island,Lantao Island,1,10,1952,1966,local,True
board_schools,Board Schools,2,10,1953,1962,local,False
port_georgetown,Port Georgetown,1,10,1953,1962,local,True
fort_george_hotel,Fort George Hotel,1,10,1953,1962,local,True
district_head,District Head,2,10,1953,1962,local,True
city_hall,City Hall,2,10,1953,1966,local,False
presidential_legislatures,Presidential Legislatures,2,10,1953,1957,local,False
river_transport_service_board,River Transport Service Board,1,10,1953,1963,local,True
mount_stanley,Mount Stanley,2,10,1953,1962,local,True
zanzibar_electricity_scheme,Zanzibar Electricity Scheme,1,10,1953,1963,local,False
calophyllum,Calophyllum,1,10,1953,1963,local,False
saguenay_river,Saguenay River,1,10,1954,1963,local,True
caldecott_hill,Caldecott Hill,2,10,1954,1963,local,True
bottle_creek,Bottle Creek,1,10,1955,1966,local,True
port_howard,Port Howard,2,10,1961,1966,local,True
big_bend,Big Bend,1,10,1965,1966,local,False
tide_waiters,Tide Waiters,4,9,1867,1924,local,False
areka,Areka,1,9,1877,1890,local,False
palms,Palms,1,9,1877,1890,local,False
gansabawas,Gansabawas,1,9,1877,1932,local,False
isipingo_river,Isipingo River,1,9,1877,1890,local,True
trinity_bay,Trinity Bay,1,9,1877,1883,local,True
mara,Mara,3,9,1878,1924,local,False
vacant_estates,Vacant Estates,4,9,1878,1934,local,False
sligo,Sligo,2,9,1879,1961,local,False
windward_district,Windward District,4,9,1879,1932,local,True
cacao,Cacao,3,9,1886,1951,local,False
the_xesibe,The Xesibe,1,9,1888,1909,local,False
montagu,Montagu,1,9,1888,1905,local,True
cape_police,Cape Police,1,9,1888,1905,local,True
barkly,Barkly,2,9,1888,1924,local,True
st_brandon_group,St. Brandon Group,1,9,1888,1900,local,True
the_chagos_islands,The Chagos Islands,1,9,1888,1900,local,True
eagle_islands,Eagle Islands,1,9,1888,1900,local,True
cosmoledo_islands,Cosmoledo Islands,1,9,1888,1900,local,True
wyndham,Wyndham,2,9,1888,1917,local,True
molopo_river,Molopo River,1,9,1889,1894,local,True
krikor,Krikor,4,9,1889,1907,local,False
cape_the,Cape. The,4,9,1890,1914,local,True
rawson,Rawson,2,9,1890,1917,local,False
lord_howe_island,Lord Howe Island,3,9,1890,1907,local,True
salt_island,Salt Island,3,9,1890,1946,local,True
southern_solomon_islands,Southern Solomon Islands,2,9,1890,1948,local,True
biddulph,Biddulph,2,9,1894,1959,local,False
pilot_mountain,Pilot Mountain,1,9,1894,1917,local,True
macintyre_river,Macintyre River,1,9,1894,1917,local,True
macauay,Macauay,1,9,1894,1922,local,False
akpayafe,Akpayafe,3,9,1894,1900,local,False
anum,Anum,4,9,1894,1950,local,False
pram_pram,Pram Pram,4,9,1894,1908,local,False
kormantine,Kormantine,4,9,1894,1949,local,True
kokofu,Kokofu,4,9,1894,1950,local,False
upper_benue,Upper Benue,3,9,1894,1909,local,False
roe,Roe,1,9,1894,1917,local,False
tanganyika_district,Tanganyika District,4,9,1896,1930,local,True
conjugal_condition,Conjugal Condition,1,9,1896,1909,local,False
ogun_river,Ogun River,2,9,1896,1909,local,True
ketou,Ketou,1,9,1896,1899,local,True
valetta,Valetta,2,9,1896,1951,local,False
south_western_district,South Western District,2,9,1896,1939,local,True
tobacco_cultivation,Tobacco Cultivation,2,9,1896,1917,local,False
mt_morgan,Mt. Morgan,1,9,1896,1917,local,True
bakhatla,Bakhatla,2,9,1897,1911,local,False
minor,Minor,3,9,1897,1949,local,False
oshun_river,Oshun River,2,9,1897,1909,local,True
tarkum,Tarkum,2,9,1900,1914,local,False
lake_victoria_nyanza,Lake Victoria Nyanza,3,9,1900,1925,local,True
stanley_rae,Stanley Rae,1,9,1905,1913,local,False
beyrouth,Beyrouth,2,9,1905,1956,trading_partner,True
class_compositors,Class Compositors,4,9,1905,1915,local,False
rakaanga,Rakaanga,1,9,1905,1922,local,False
kotabelud,Kotabelud,1,9,1905,1936,local,False
wankie_district,Wankie District,2,9,1905,1920,local,True
songo_davies,Songo Davies,1,9,1906,1937,local,False
klang_river,Klang River,4,9,1908,1936,local,True
shire_rivers,Shire Rivers,2,9,1908,1951,local,False
trusun_river,Trusun River,1,9,1908,1962,local,True
montgomerie_gordon,Montgomerie Gordon,3,9,1908,1917,local,False
northern_river,Northern River,1,9,1911,1920,local,True
the_lord_islington,The Lord Islington,3,9,1911,1924,local,False
bluff_channel,Bluff Channel,1,9,1912,1922,local,True
point_capucin,Point Capucin,1,9,1913,1922,local,True
warri_river,Warri River,2,9,1913,1951,local,True
riviere_noire,Riviere Noire,1,9,1915,1950,local,False
printers,Printers,4,9,1915,1963,local,False
mount_ophir,Mount Ophir,5,9,1918,1936,local,True
traces,Traces,2,9,1919,1951,local,False
kuwait,Kuwait,3,9,1921,1959,local,True
upper_jordan_valley,Upper Jordan Valley,1,9,1921,1932,local,True
entertainment,Entertainment,3,9,1922,1958,local,False
dehiwala,Dehiwala,1,9,1923,1946,local,False
joint_distribution_committee,Joint Distribution Committee,1,9,1923,1933,local,False
rockefeller_institute,Rockefeller Institute,1,9,1923,1933,local,False
samaritans,Samaritans,1,9,1923,1933,local,False
vaads,Vaads,1,9,1923,1934,local,False
maluti,Maluti,3,9,1924,1966,local,False
turtles,Turtles,1,9,1925,1934,local,False
shaye,Shaye,1,9,1925,1934,local,False
matoki_chiefdoms,Matoki Chiefdoms,1,9,1925,1934,local,False
kagboro,Kagboro,1,9,1925,1934,local,False
volta_river_district,Volta River District,3,9,1925,1934,trading_partner,True
mainland,Mainland,2,9,1925,1939,local,False
new_ireland,New Ireland,2,9,1925,1939,local,False
mt_lavinia,Mt. Lavinia,1,9,1927,1946,local,True
beoku_betts,Beoku Betts,1,9,1928,1956,local,False
famagusta_harbour,Famagusta Harbour,1,9,1929,1940,local,True
tai_kok_tsui,Tai Kok Tsui,1,9,1929,1940,local,False
lake_steamer_service,Lake Steamer Service,1,9,1930,1940,local,True
san_sebastian_canal_locks,San Sebastian Canal Locks,1,9,1931,1940,local,True
shamshuipo,Shamshuipo,1,9,1931,1940,local,False
machili_river,Machili River,1,9,1931,1946,local,True
kangar,Kangar,4,9,1931,1951,local,False
kisumu_londiani,Kisumu-Londiani,2,9,1932,1949,local,False
ramle,Ramle,1,9,1932,1946,trading_partner,True
highest,Highest,3,9,1932,1940,local,False
the_kafue_river,The Kafue River,1,9,1936,1951,local,True
york_islands,York Islands,1,9,1936,1951,local,True
bure_chiefdoms,Bure Chiefdoms,1,9,1936,1951,local,False
nonkoba_bullom,Nonkoba Bullom,1,9,1936,1951,local,False
port_loko_creek,Port Loko Creek,1,9,1936,1951,local,True
lingua_franca,Lingua Franca,3,9,1936,1951,local,False
anglo_egyptian_sudan,Anglo-Egyptian Sudan,4,9,1939,1952,local,False
out_island,Out Island,2,9,1946,1966,local,True
boys_school,Boys School,3,9,1946,1957,local,False
kanuku_mountains,Kanuku Mountains,1,9,1946,1951,local,True
lugbara,Lugbara,3,9,1946,1962,local,False
kra_peninsula,Kra Peninsula,2,9,1948,1957,local,True
langkawi_islands,Langkawi Islands,2,9,1948,1957,local,True
ogo,Ogo,2,9,1951,1960,local,False
bahamas_airways,Bahamas Airways,1,9,1952,1960,local,False
district_councils_ordinance,District Councils Ordinance,1,9,1952,1960,local,False
chiefdom,Chiefdom,1,9,1952,1960,local,False
mount_hillaby,Mount Hillaby,1,9,1953,1966,local,True
civil_war,Civil War,1,9,1953,1966,local,False
royalists,Royalists,1,9,1953,1966,local,False
cromwellian,Cromwellian,1,9,1953,1966,local,False
carlisle_patent,Carlisle Patent,1,9,1953,1966,local,False
exchange_equalization_fund,Exchange Equalization Fund,1,9,1953,1961,local,False
pegalan_river,Pegalan River,1,9,1953,1962,local,True
river_the_keningau,River. The Keningau,1,9,1953,1962,local,True
the_zambezi_river,The Zambezi River,1,9,1953,1962,local,True
assistance,Assistance,4,9,1953,1966,local,False
the_government_information,The Government Information,3,9,1953,1966,local,False
sukuma,Sukuma,1,9,1953,1961,local,False
nyamwezi,Nyamwezi,1,9,1953,1961,local,False
makonde,Makonde,1,9,1953,1961,local,False
gogo,Gogo,1,9,1953,1961,local,False
haya,Haya,1,9,1953,1961,local,False
chagga,Chagga,1,9,1953,1961,local,False
malagarasi_river,Malagarasi River,1,9,1953,1961,local,True
ruhuhu_river,Ruhuhu River,1,9,1953,1961,local,True
ruvuma_river,Ruvuma River,1,9,1953,1961,local,True
land_alienation_decree,Land Alienation Decree,1,9,1953,1963,local,False
land_alienation_board,Land Alienation Board,1,9,1953,1963,local,False
vitex,Vitex,1,9,1953,1961,local,False
artocarpus,Artocarpus,1,9,1953,1961,local,False
st_kitts_nevis_anguilla,St. Kitts-Nevis-Anguilla,1,9,1955,1958,local,True
signy_island,Signy Island,3,9,1956,1965,local,True
horseshoe_island,Horseshoe Island,3,9,1956,1966,local,True
bahamas_legislature,Bahamas Legislature,2,9,1957,1965,local,False
free_port_authority,Free Port Authority,2,9,1957,1965,local,False
the_bahamas_government,The Bahamas Government,2,9,1957,1965,local,False
sage_mountain,Sage Mountain,2,9,1958,1966,local,True
virgin_peak,Virgin Peak,2,9,1958,1966,local,False
soper,Soper,2,9,1958,1966,local,False
suckling,Suckling,2,9,1958,1966,local,False
virgin_islands_constitution,Virgin Islands Constitution,2,9,1958,1966,local,False
the_tortola_cottage,The Tortola Cottage,2,9,1958,1966,local,False
beef_island,Beef Island,2,9,1958,1966,local,True
cottage_hospitals,Cottage Hospitals,4,9,1959,1966,local,False
ngwenyama,Ngwenyama,1,9,1962,1966,local,False
the_bechuanaland_protectorate,The Bechuanaland Protectorate,4,9,1962,1966,local,False
united_nations_technical,United Nations Technical,3,9,1963,1966,local,False
port_office,Port Office,5,8,1867,1937,local,True
dondera_head,Dondera Head,1,8,1867,1890,local,True
factory,Factory,3,8,1867,1899,local,False
in_malacca,In Malacca,2,8,1867,1907,local,False
john_scott,John Scott,3,8,1867,1920,local,False
fah,Fah,2,8,1867,1900,local,False
main_island,Main Island,3,8,1877,1946,local,True
walwich_bay,Walwich Bay,1,8,1877,1888,local,True
palmyrah,Palmyrah,1,8,1877,1890,local,False
fredericton,Fredericton,2,8,1877,1909,local,True
in_northern_district,In Northern District,2,8,1877,1890,local,True
deniliquin,Deniliquin,2,8,1878,1906,local,False
mount_remarkable,Mount Remarkable,1,8,1878,1917,local,True
streaky_bay,Streaky Bay,1,8,1878,1917,local,True
oliphant,Oliphant,3,8,1878,1883,local,False
cinchona,Cinchona,1,8,1879,1890,local,False
morgan,Morgan,2,8,1883,1917,local,False
by_proclamation_no,By Proclamation No,2,8,1888,1951,local,False
municipal_government,Municipal Government,4,8,1888,1950,local,False
cor,Cor,3,8,1888,1917,local,False
bay_mining,Bay Mining,1,8,1888,1899,local,True
eagle_island,Eagle Island,1,8,1889,1900,local,True
encounter_bay,Encounter Bay,1,8,1889,1900,local,True
gough_island,Gough Island,3,8,1890,1908,local,True
bayley,Bayley,1,8,1890,1905,local,False
vanapa,Vanapa,2,8,1890,1917,local,False
sprattley_island,Sprattley Island,4,8,1894,1933,local,True
molopo,Molopo,2,8,1894,1909,local,False
rustan,Rustan,1,8,1894,1940,local,True
moormen,Moormen,1,8,1894,1906,local,False
tenterfield_creek,Tenterfield Creek,1,8,1894,1917,local,True
macpherson_range,Macpherson Range,1,8,1894,1917,local,False
old_calabar_river,Old Calabar River,3,8,1894,1900,local,True
the_sisters,The Sisters,1,8,1894,1922,local,False
fort_maguire,Fort Maguire,3,8,1896,1905,local,True
aqua,Aqua,3,8,1896,1909,local,False
calabar_river,Calabar River,4,8,1896,1914,local,True
gereformeerde_kerk,Gereformeerde Kerk,1,8,1896,1908,local,False
the_maldivian_archipelago,The Maldivian Archipelago,1,8,1896,1946,local,False
kuka,Kuka,2,8,1896,1909,local,False
at_bathurst,At Bathurst,1,8,1896,1917,local,False
hunter_district,Hunter District,1,8,1896,1917,local,True
dubbo,Dubbo,1,8,1896,1917,local,False
peak_downs,Peak Downs,2,8,1896,1917,local,False
robins_island,Robins Island,1,8,1896,1917,local,True
cocos_island,Cocos Island,3,8,1897,1932,local,True
metropolitan_district,Metropolitan District,2,8,1897,1917,local,True
ode,Ode,2,8,1899,1909,local,False
sec,Sec,4,8,1899,1927,local,False
mount_lyell_mining,Mount Lyell Mining,1,8,1899,1917,local,True
ras_jibuti,Ras Jibuti,3,8,1900,1951,local,False
cowie_harbour,Cowie Harbour,1,8,1900,1940,local,True
kinabatangan_river,Kinabatangan River,1,8,1900,1913,local,True
egyptian_sudan,Egyptian Sudan,2,8,1900,1914,local,False
freight,Freight,1,8,1905,1912,local,False
lic,Lic,3,8,1905,1950,local,False
ologi,Ologi,2,8,1905,1912,local,False
ethiope,Ethiope,2,8,1905,1912,local,False
the_engenni,The Engenni,2,8,1905,1912,local,False
express_service,Express Service,3,8,1905,1931,local,False
rudolph,Rudolph,1,8,1905,1913,local,False
mt_morgans,Mt. Morgans,1,8,1905,1917,local,True
sikh_troops,Sikh Troops,2,8,1906,1913,local,False
printing_branch,Printing Branch,3,8,1906,1929,local,False
acora,Acora,3,8,1906,1937,local,False
scots_guards,Scots Guards,4,8,1907,1932,local,False
horton_jones,Horton-Jones,2,8,1907,1915,local,False
mwatate,Mwatate,3,8,1908,1950,local,False
each_district,Each District,4,8,1908,1929,local,True
milanje,Milanje,1,8,1908,1934,local,False
le_vieux,Le Vieux,2,8,1908,1936,local,False
jean_louis,Jean Louis,2,8,1908,1934,local,False
fulahs,Fulahs,2,8,1909,1933,local,False
fort_william,Fort William,4,8,1909,1960,local,True
bremerstorp,Bremerstorp,1,8,1909,1927,local,False
